pid,group,matrix_name,together,opposed,pull
410,Human,FAVvsMJP,11,0.5,-10.5
410,Human,MDvsMIP/MJP,8.5,12,3.5
410,Human,FAVvsP,11,0.5,-10.5
411,Human,FAVvsMJP,6,6,0
411,Human,MDvsMIP/MJP,5.5,4.5,-1
411,Human,FAVvsP,11.5,10.5,-1
412,Human,FAVvsMJP,3,6.5,3.5
412,Human,MDvsMIP/MJP,2,1.5,-0.5
412,Human,FAVvsP,0,8,8
413,Human,FAVvsMJP,0,10,10
413,Human,MDvsMIP/MJP,3,0,-3
413,Human,FAVvsP,0,9,9
414,Human,FAVvsMJP,1,5,4
414,Human,MDvsMIP/MJP,0,0,0
414,Human,FAVvsP,0,6,6
415,Human,FAVvsMJP,6.5,7.5,1
415,Human,MDvsMIP/MJP,5.5,6,0.5
415,Human,FAVvsP,5.5,5.5,0
416,Human,FAVvsMJP,7,8,1
416,Human,MDvsMIP/MJP,10,8,-2
416,Human,FAVvsP,9,9,0
417,Human,FAVvsMJP,0,9,9
417,Human,MDvsMIP/MJP,0.5,0.5,0
417,Human,FAVvsP,0,0,0
418,Human,FAVvsMJP,5,9,4
418,Human,MDvsMIP/MJP,1.5,6.5,5
418,Human,FAVvsP,1.5,7,5.5
419,Human,FAVvsMJP,10,5,-5
419,Human,MDvsMIP/MJP,10,3.5,-6.5
419,Human,FAVvsP,3.5,4.5,1
420,Human,FAVvsMJP,7.5,5.5,-2
420,Human,MDvsMIP/MJP,5,7,2
420,Human,FAVvsP,3.5,0.5,-3
421,Human,FAVvsMJP,1,7,6
421,Human,MDvsMIP/MJP,0.5,8.5,8
421,Human,FAVvsP,0,3,3
422,Human,FAVvsMJP,0,12,12
422,Human,MDvsMIP/MJP,0,0,0
422,Human,FAVvsP,0,12,12
423,Human,FAVvsMJP,3.5,4.5,1
423,Human,MDvsMIP/MJP,0,0,0
423,Human,FAVvsP,2,7.5,5.5
424,Human,FAVvsMJP,6,12,6
424,Human,MDvsMIP/MJP,0,0,0
424,Human,FAVvsP,0,12,12
425,Human,FAVvsMJP,3,9,6
425,Human,MDvsMIP/MJP,3,0,-3
425,Human,FAVvsP,0.5,8.5,8
426,Human,FAVvsMJP,4,5.5,1.5
426,Human,MDvsMIP/MJP,3.5,5,1.5
426,Human,FAVvsP,4.5,4,-0.5
427,Human,FAVvsMJP,3.5,11,7.5
427,Human,MDvsMIP/MJP,0,1,1
427,Human,FAVvsP,2,8,6
428,Human,FAVvsMJP,5,6,1
428,Human,MDvsMIP/MJP,10.5,11.5,1
428,Human,FAVvsP,9.5,9,-0.5
429,Human,FAVvsMJP,2,10,8
429,Human,MDvsMIP/MJP,1.5,9.5,8
429,Human,FAVvsP,0,8,8
430,Human,FAVvsMJP,9,3,-6
430,Human,MDvsMIP/MJP,3,5.5,2.5
430,Human,FAVvsP,0.5,5,4.5
431,Human,FAVvsMJP,7.5,7.5,0
431,Human,MDvsMIP/MJP,3.5,4,0.5
431,Human,FAVvsP,3.5,7,3.5
432,Human,FAVvsMJP,12,0,-12
432,Human,MDvsMIP/MJP,11.5,12,0.5
432,Human,FAVvsP,12,0,-12
433,Human,FAVvsMJP,3.5,5,1.5
433,Human,MDvsMIP/MJP,4.5,2,-2.5
433,Human,FAVvsP,8.5,4,-4.5
434,Human,FAVvsMJP,3.5,9.5,6
434,Human,MDvsMIP/MJP,1.5,7.5,6
434,Human,FAVvsP,1,6,5
435,Human,FAVvsMJP,4.5,6,1.5
435,Human,MDvsMIP/MJP,0,0,0
435,Human,FAVvsP,1.5,0,-1.5
436,Human,FAVvsMJP,7.5,6,-1.5
436,Human,MDvsMIP/MJP,6.5,7.5,1
436,Human,FAVvsP,5.5,2.5,-3
437,Human,FAVvsMJP,0,12,12
437,Human,MDvsMIP/MJP,0,0,0
437,Human,FAVvsP,0,6,6
438,Human,FAVvsMJP,10,8.5,-1.5
438,Human,MDvsMIP/MJP,10,3,-7
438,Human,FAVvsP,1,5,4
439,Human,FAVvsMJP,0.5,11.5,11
439,Human,MDvsMIP/MJP,0,0.5,0.5
439,Human,FAVvsP,0.5,10,9.5
440,Human,FAVvsMJP,6,6,0
440,Human,MDvsMIP/MJP,5,4.5,-0.5
440,Human,FAVvsP,1,0.5,-0.5
441,Human,FAVvsMJP,3,9,6
441,Human,MDvsMIP/MJP,5,2.5,-2.5
441,Human,FAVvsP,4.5,6.5,2
442,Human,FAVvsMJP,6.5,7,0.5
442,Human,MDvsMIP/MJP,5,2.5,-2.5
442,Human,FAVvsP,0.5,0,-0.5
443,Human,FAVvsMJP,2,10,8
443,Human,MDvsMIP/MJP,0,2.5,2.5
443,Human,FAVvsP,5.5,7.5,2
444,Human,FAVvsMJP,4,7.5,3.5
444,Human,MDvsMIP/MJP,4.5,0.5,-4
444,Human,FAVvsP,0,9,9
445,Human,FAVvsMJP,1.5,6.5,5
445,Human,MDvsMIP/MJP,0,3,3
445,Human,FAVvsP,1.5,12,10.5
446,Human,FAVvsMJP,2,8.5,6.5
446,Human,MDvsMIP/MJP,4,1.5,-2.5
446,Human,FAVvsP,3,9.5,6.5
447,Human,FAVvsMJP,3.5,9.5,6
447,Human,MDvsMIP/MJP,2.5,1.5,-1
447,Human,FAVvsP,0,12,12
448,Human,FAVvsMJP,4,7,3
448,Human,MDvsMIP/MJP,1.5,2.5,1
448,Human,FAVvsP,0,6.5,6.5
449,Human,FAVvsMJP,1,9,8
449,Human,MDvsMIP/MJP,1,0,-1
449,Human,FAVvsP,0,8.5,8.5
450,AI,FAVvsMJP,4.5,6.5,2
450,AI,MDvsMIP/MJP,0.5,0,-0.5
450,AI,FAVvsP,1,1,0
451,AI,FAVvsMJP,3.5,8.5,5
451,AI,MDvsMIP/MJP,4.5,0,-4.5
451,AI,FAVvsP,0,3,3
452,AI,FAVvsMJP,1,6,5
452,AI,MDvsMIP/MJP,4,6.5,2.5
452,AI,FAVvsP,0,6.5,6.5
453,AI,FAVvsMJP,3.5,11,7.5
453,AI,MDvsMIP/MJP,0,6,6
453,AI,FAVvsP,4,11.5,7.5
454,AI,FAVvsMJP,8.5,6,-2.5
454,AI,MDvsMIP/MJP,4,4,0
454,AI,FAVvsP,5.5,6.5,1
455,AI,FAVvsMJP,4,7,3
455,AI,MDvsMIP/MJP,2.5,5.5,3
455,AI,FAVvsP,0,4.5,4.5
456,AI,FAVvsMJP,3,9,6
456,AI,MDvsMIP/MJP,4,3.5,-0.5
456,AI,FAVvsP,0,0.5,0.5
457,AI,FAVvsMJP,1,8,7
457,AI,MDvsMIP/MJP,3,6.5,3.5
457,AI,FAVvsP,4.5,9.5,5
458,AI,FAVvsMJP,3.5,5,1.5
458,AI,MDvsMIP/MJP,3.5,6,2.5
458,AI,FAVvsP,5.5,2.5,-3
459,AI,FAVvsMJP,5.5,11,5.5
459,AI,MDvsMIP/MJP,4.5,4.5,0
459,AI,FAVvsP,0,1.5,1.5
460,AI,FAVvsMJP,6,6,0
460,AI,MDvsMIP/MJP,6,6,0
460,AI,FAVvsP,0,0,0
461,AI,FAVvsMJP,5.5,6,0.5
461,AI,MDvsMIP/MJP,6.5,6,-0.5
461,AI,FAVvsP,6.5,6,-0.5
462,AI,FAVvsMJP,2,10,8
462,AI,MDvsMIP/MJP,3.5,10,6.5
462,AI,FAVvsP,0,9.5,9.5
463,AI,FAVvsMJP,6,6,0
463,AI,MDvsMIP/MJP,3.5,6,2.5
463,AI,FAVvsP,6,6,0
464,AI,FAVvsMJP,12,9.5,-2.5
464,AI,MDvsMIP/MJP,12,12,0
464,AI,FAVvsP,6,0,-6
465,AI,FAVvsMJP,0,12,12
465,AI,MDvsMIP/MJP,0,2.5,2.5
465,AI,FAVvsP,1,12,11
466,AI,FAVvsMJP,8,5,-3
466,AI,MDvsMIP/MJP,8.5,10,1.5
466,AI,FAVvsP,9.5,0.5,-9
467,AI,FAVvsMJP,5,4.5,-0.5
467,AI,MDvsMIP/MJP,5,5.5,0.5
467,AI,FAVvsP,9.5,5.5,-4
468,AI,FAVvsMJP,0,6.5,6.5
468,AI,MDvsMIP/MJP,0,4.5,4.5
468,AI,FAVvsP,12,10.5,-1.5
469,AI,FAVvsMJP,7.5,2,-5.5
469,AI,MDvsMIP/MJP,9.5,2.5,-7
469,AI,FAVvsP,5.5,7.5,2
470,AI,FAVvsMJP,0,12,12
470,AI,MDvsMIP/MJP,0,0,0
470,AI,FAVvsP,0,12,12
471,AI,FAVvsMJP,5.5,9.5,4
471,AI,MDvsMIP/MJP,4,5,1
471,AI,FAVvsP,6.5,9.5,3
472,AI,FAVvsMJP,3,12,9
472,AI,MDvsMIP/MJP,0,0,0
472,AI,FAVvsP,0,6,6
473,AI,FAVvsMJP,1.5,7,5.5
473,AI,MDvsMIP/MJP,0,10,10
473,AI,FAVvsP,0,6,6
474,AI,FAVvsMJP,6,9,3
474,AI,MDvsMIP/MJP,5,7,2
474,AI,FAVvsP,0,0,0
475,AI,FAVvsMJP,6,4.5,-1.5
475,AI,MDvsMIP/MJP,6,6,0
475,AI,FAVvsP,0,0,0
476,AI,FAVvsMJP,3,10.5,7.5
476,AI,MDvsMIP/MJP,1.5,1.5,0
476,AI,FAVvsP,1,9.5,8.5
477,AI,FAVvsMJP,5.5,1.5,-4
477,AI,MDvsMIP/MJP,8.5,1.5,-7
477,AI,FAVvsP,7,1,-6
478,AI,FAVvsMJP,3,7,4
478,AI,MDvsMIP/MJP,2.5,6,3.5
478,AI,FAVvsP,0,7.5,7.5
479,AI,FAVvsMJP,2.5,5.5,3
479,AI,MDvsMIP/MJP,2.5,4,1.5
479,AI,FAVvsP,0,1.5,1.5
480,AI,FAVvsMJP,1,7.5,6.5
480,AI,MDvsMIP/MJP,2,0,-2
480,AI,FAVvsP,1.5,8,6.5
481,AI,FAVvsMJP,4.5,7,2.5
481,AI,MDvsMIP/MJP,3,9.5,6.5
481,AI,FAVvsP,0.5,8,7.5
482,AI,FAVvsMJP,6.5,4.5,-2
482,AI,MDvsMIP/MJP,5.5,6.5,1
482,AI,FAVvsP,7,9,2
483,AI,FAVvsMJP,7,12,5
483,AI,MDvsMIP/MJP,1,1,0
483,AI,FAVvsP,0,2.5,2.5
484,AI,FAVvsMJP,0,9.5,9.5
484,AI,MDvsMIP/MJP,0,1,1
484,AI,FAVvsP,0,8,8
485,AI,FAVvsMJP,2.5,8.5,6
485,AI,MDvsMIP/MJP,1.5,12,10.5
485,AI,FAVvsP,0,8.5,8.5
486,AI,FAVvsMJP,3.5,6,2.5
486,AI,MDvsMIP/MJP,4,8.5,4.5
486,AI,FAVvsP,0,3,3
487,AI,FAVvsMJP,1,6,5
487,AI,MDvsMIP/MJP,0,4.5,4.5
487,AI,FAVvsP,5,9,4
488,AI,FAVvsMJP,10,7.5,-2.5
488,AI,MDvsMIP/MJP,4,3.5,-0.5
488,AI,FAVvsP,8.5,4.5,-4
489,AI,FAVvsMJP,5,9,4
489,AI,MDvsMIP/MJP,0,3,3
489,AI,FAVvsP,0,6.5,6.5
490,AI,FAVvsMJP,0,12,12
490,AI,MDvsMIP/MJP,0,0,0
490,AI,FAVvsP,0,12,12
491,AI,FAVvsMJP,0,9.5,9.5
491,AI,MDvsMIP/MJP,1,6,5
491,AI,FAVvsP,0,10.5,10.5
492,AI,FAVvsMJP,0,12,12
492,AI,MDvsMIP/MJP,0,0,0
492,AI,FAVvsP,0,12,12
493,AI,FAVvsMJP,8.5,3,-5.5
493,AI,MDvsMIP/MJP,5,8,3
493,AI,FAVvsP,6,1.5,-4.5
494,AI,FAVvsMJP,5,5.5,0.5
494,AI,MDvsMIP/MJP,0,0,0
494,AI,FAVvsP,0,1.5,1.5
495,AI,FAVvsMJP,6,8.5,2.5
495,AI,MDvsMIP/MJP,5.5,3.5,-2
495,AI,FAVvsP,3,4,1
496,AI,FAVvsMJP,5.5,7,1.5
496,AI,MDvsMIP/MJP,7.5,4.5,-3
496,AI,FAVvsP,10,7,-3
497,AI,FAVvsMJP,8,0,-8
497,AI,MDvsMIP/MJP,10,7.5,-2.5
497,AI,FAVvsP,9,0,-9
498,AI,FAVvsMJP,9.5,8,-1.5
498,AI,MDvsMIP/MJP,6.5,8,1.5
498,AI,FAVvsP,7.5,6.5,-1
499,AI,FAVvsMJP,0,12,12
499,AI,MDvsMIP/MJP,0,12,12
499,AI,FAVvsP,0,12,12
500,AI,FAVvsMJP,0,5.5,5.5
500,AI,MDvsMIP/MJP,9,2.5,-6.5
500,AI,FAVvsP,5.5,2.5,-3
